mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,genre
-0.9980118361931797,-1.6855551204717572,-15.308003662610707,4.227227173612859,-9.770730704182059,2.582650429265373,-18.715780943070868,6.390480657519944,-15.047701586685998,7.117205528189153,-7.869736692351702,7.901925512347129,-4.942332774972629,1.1262296207318094,5.918928868772768,8.718593994333302,9.212298604873148,10.711122425650649,9.606990319244945,9.095608665610916,10.854838807626855,10.2889532775748,9.56101930303662,8.220124933635603,9.177438986054074,7.607773298451614,blues
-2.2454805075765782,0.8413851363580973,-3.005584650281938,4.4543650273623685,-7.620281639693956,7.463060622708686,-17.383109453935734,15.452778435568105,-16.981784298660404,5.68873928703069,-8.61271598150669,4.458996660814017,-7.6103467516502,2.1174377740010053,8.174409838002626,12.804633299915302,12.36609021985487,12.658999666010057,10.49102413204288,12.380602880609521,11.397770180020578,11.14735143400207,11.419505386071485,9.524663747670209,11.327937161847938,9.630372638604292,blues
-0.3424155949770894,3.36465426078762,-18.71229353259105,-0.3282741724087531,-14.280747198414062,9.39291060905281,-11.793384501390692,3.8453202320739273,-13.48184715041411,5.890173812687586,-12.18159942364173,2.706235199644285,-5.681009463316002,1.273840420740492,7.1545344179014725,9.68733454865729,9.491664416049533,9.938482242205144,7.906146504501085,10.131954349480825,12.16170331695489,9.678759210557265,9.169489544109206,9.317457879126156,9.65169982854833,8.426566904301694,blues
-2.790888382113177,9.230747808548257,-4.439744121924739,5.05859445690099,-8.265544061443158,9.044618189932427,-9.091982478234673,11.089772364745253,-5.158528652605617,12.771712354038966,-7.635920836719163,8.039875945235051,-4.378092182857635,1.5640064087266217,7.706699169979418,8.625084691614811,8.303124613524497,10.765783145235156,8.896261624923202,9.498418906575802,11.407226384138866,9.248488258626763,8.516529410691774,9.615447350562492,8.478284376506315,8.11466927863264,blues
-1.3743204809724199,0.6540013011251203,-23.99205000668011,-1.2769544063025453,-30.340172662610996,2.2573533248610755,-19.085263466367255,-0.3865563675339485,-13.490555242470045,6.387065957253387,-10.989074535683747,-0.9787527850845555,-6.0555404429111634,1.8648001312808271,9.450111419666689,8.176685970997893,9.304874464982577,10.454483087614747,8.95784043293173,11.38854044113446,13.715031377949504,11.737570166619657,9.829607883368046,10.905091264332953,10.288127925019525,9.768975800685546,blues
-1.8642146844531415,2.3850321107919523,-15.716638438996519,4.538074543494477,-26.20971127317236,3.285810448335129,-24.831684292549504,1.5300039927480378,-16.173866991367163,3.0051068892889408,-18.275057566363557,0.692238078770467,-7.81712057822745,2.237641629427789,14.936789450997725,9.923760798123997,13.619821436253432,11.655730274103384,9.633695200076936,9.333182348978704,11.082983915878108,11.143162664666,11.120004320279113,10.872105217041995,11.085416662396858,9.572387715520842,blues
-1.7301610612312384,11.738684834172904,-24.58798780718513,6.65291110868285,-2.8239558685398327,-2.085551226375446,-28.07681476451839,-2.038743262225487,-11.311757295499254,-0.8007749376706331,-12.000166918138447,-2.912595364059093,-8.832602974399245,2.698299610021516,13.600606792304358,13.353238547817801,12.835787941825298,19.913564482752022,11.088032368544152,10.330510298687692,13.614689228403662,11.014331024823138,11.958834191531666,11.465873442583353,10.924261451240843,9.99299170766158,blues
-1.9718007452842543,7.713810945584151,-18.203657501607612,10.610663902186912,-6.580971239354152,6.915027682110616,-30.194639668908938,4.496947692803925,-16.941405424922145,-3.7966290318128757,-11.354079538344305,-3.672873337496608,-7.123739712077451,1.9927212463371644,11.696229899083049,9.467677470751587,11.819705644592908,14.561666754178654,11.206462346411724,11.029762214450784,15.148440565879614,12.886532820478157,14.935851660729663,10.184599088023537,10.935748655450059,10.3757099435724,blues
-0.8528593305705218,-1.9073947456671632,-11.45679079980793,8.681940773184,-6.682541855861061,7.2956857006124105,-19.083593178387964,16.076283953305097,-8.926168244650018,15.887533866423102,-7.481389828257537,3.362295686170164,-14.284933446985281,1.0822813506516111,6.58307384463542,9.782175650348561,10.874140497122886,10.788067178299098,8.509182325865735,9.619705013396654,11.003811245390832,10.02090730941047,9.340860294099253,8.752474874693727,8.614796508895203,8.190703968586808,blues
-2.244701537981364,-0.45857225653598455,-12.961644011015231,6.832065771133637,-26.018720167396257,-3.466726196860655,-17.633425071139893,7.374380774360972,-20.713936199564856,5.9231390875096555,-8.382038997436913,5.100358804442032,-1.8459331841919142,2.3407312639552247,7.696188371912978,11.544609503648461,11.850318215952946,13.748949931147934,14.783758779917965,10.081086373198177,10.606431559937668,11.299277112831156,12.076552462983019,10.452709131884156,12.146658452226724,9.999982216942772,blues
-1.6628239867800545,9.357793494129746,-20.087130144959577,-1.0828055642124528,-26.246037468713844,-1.05927829249847,-18.50832580722178,7.224208778268802,-8.106431505184794,2.474054213568534,-8.381517545685071,6.419972920095829,-4.237972318653748,2.2255032395783,9.626156230900111,11.9819345993216,16.490068968008018,9.709744591646007,9.64243954629799,8.87929019579737,9.840388768285054,11.081797144203891,11.807241015337326,11.597637813778437,9.244645583224859,11.158306324903833,blues
-3.748066895783456,4.958225017544737,-5.178779232774525,13.15842334132794,-9.817526385479972,12.247474883697892,-14.235170701924025,9.588055483355252,-12.653653695687906,9.292564577056087,-12.763839409966312,1.447982414908911,-8.850294232271787,1.8289639570841607,10.808056993366073,8.13125891251798,12.130166817826277,13.58369895963986,10.154107798205189,11.102223175826339,14.21644057860062,12.185856852777539,11.369854875772349,10.114020672633703,10.480170512521479,9.445411774871138,blues
